Column1,bit_num,problem,mode,seed,Objective value,Solving time,Problem,num_generators
591,5,200,ortools_cp,0,916745660,32.561122173,facLoc_1000_100_10_5,23
593,5,200,ortools_cp,1,916745660,21.507242865,facLoc_1000_100_10_5,23
592,5,200,ortools_cp,2,916745660,29.478476633000003,facLoc_1000_100_10_5,23
399,5,200,ortools_cp,3,916745660,15.895692341,facLoc_1000_100_10_5,23
398,5,200,ortools_cp,4,916742110,17.715922036000002,facLoc_1000_100_10_5,23
595,5,201,ortools_cp,0,878678000,3603.315122802,facLoc_1000_100_16_3,29
594,5,201,ortools_cp,1,878231000,3602.415246346,facLoc_1000_100_16_3,29
596,5,201,ortools_cp,2,878001000,3604.255594254,facLoc_1000_100_16_3,29
400,5,201,ortools_cp,3,878268000,3600.5341995370004,facLoc_1000_100_16_3,29
401,5,201,ortools_cp,4,878310000,3600.5385411750003,facLoc_1000_100_16_3,29
597,5,202,ortools_cp,0,879396499,3604.154849027,facLoc_1000_100_16_8,38
598,5,202,ortools_cp,1,878578511,3607.580233945,facLoc_1000_100_16_8,38
599,5,202,ortools_cp,2,878888158,3602.20686522,facLoc_1000_100_16_8,38
402,5,202,ortools_cp,3,878661534,3600.3804890650003,facLoc_1000_100_16_8,38
403,5,202,ortools_cp,4,879128161,3600.461921335,facLoc_1000_100_16_8,38
600,5,203,ortools_cp,0,861900000,1407.21051833,facLoc_1000_100_19_1,192
602,5,203,ortools_cp,1,861900000,3603.133643846,facLoc_1000_100_19_1,192
601,5,203,ortools_cp,2,861900000,2176.058302538,facLoc_1000_100_19_1,192
404,5,203,ortools_cp,3,861900000,3600.5179869820004,facLoc_1000_100_19_1,192
405,5,203,ortools_cp,4,861900000,3600.472862949,facLoc_1000_100_19_1,192
603,5,204,ortools_cp,0,831955391,3601.839421471,facLoc_1000_20_76_8,294
604,5,204,ortools_cp,1,831769921,3600.5094739720003,facLoc_1000_20_76_8,294
605,5,204,ortools_cp,2,831449431,2785.7859193950003,facLoc_1000_20_76_8,294
406,5,204,ortools_cp,3,831879711,3600.039488542,facLoc_1000_20_76_8,294
407,5,204,ortools_cp,4,831511434,3600.114405522,facLoc_1000_20_76_8,294
606,5,205,ortools_cp,0,829506000,3600.5709886040004,facLoc_1000_20_79_3,323
607,5,205,ortools_cp,1,829184000,1981.266071976,facLoc_1000_20_79_3,323
608,5,205,ortools_cp,2,829241000,3208.0358879960004,facLoc_1000_20_79_3,323
408,5,205,ortools_cp,3,828831000,748.800031967,facLoc_1000_20_79_3,323
409,5,205,ortools_cp,4,829126000,589.817503996,facLoc_1000_20_79_3,323
609,5,206,ortools_cp,0,829945700,3601.322002403,facLoc_1000_20_81_5,311
610,5,206,ortools_cp,1,829441560,3600.613040522,facLoc_1000_20_81_5,311
611,5,206,ortools_cp,2,829610090,3601.131799222,facLoc_1000_20_81_5,311
410,5,206,ortools_cp,3,829926290,3600.08496279,facLoc_1000_20_81_5,311
411,5,206,ortools_cp,4,829960480,3600.0921945510004,facLoc_1000_20_81_5,311
612,5,207,ortools_cp,0,818700000,259.173836723,facLoc_1000_20_90_1,725
613,5,207,ortools_cp,1,818700000,479.8190412560001,facLoc_1000_20_90_1,725
615,5,207,ortools_cp,2,818700000,564.280746724,facLoc_1000_20_90_1,725
412,5,207,ortools_cp,3,818700000,3600.0902467090004,facLoc_1000_20_90_1,725
413,5,207,ortools_cp,4,818700000,3601.06954265,facLoc_1000_20_90_1,725
614,5,208,ortools_cp,0,1068617020,102.952029125,facLoc_1000_250_4_5,10
616,5,208,ortools_cp,1,1068617020,167.464604056,facLoc_1000_250_4_5,10
617,5,208,ortools_cp,2,1068617020,68.91477814000001,facLoc_1000_250_4_5,10
414,5,208,ortools_cp,3,1068611190,43.350810775,facLoc_1000_250_4_5,10
415,5,208,ortools_cp,4,1068597540,55.65642574,facLoc_1000_250_4_5,10
618,5,209,ortools_cp,0,1019247000,51.220319829000005,facLoc_1000_250_5_3,7
619,5,209,ortools_cp,1,1019223000,48.879437027,facLoc_1000_250_5_3,7
620,5,209,ortools_cp,2,1018891000,51.6779936,facLoc_1000_250_5_3,7
416,5,209,ortools_cp,3,1016346000,53.595376266,facLoc_1000_250_5_3,7
417,5,209,ortools_cp,4,1016571000,69.326191519,facLoc_1000_250_5_3,7
621,5,210,ortools_cp,0,1019130944,143.541184848,facLoc_1000_250_5_8,9
622,5,210,ortools_cp,1,1020305431,140.153668083,facLoc_1000_250_5_8,9
623,5,210,ortools_cp,2,1020027513,153.849401809,facLoc_1000_250_5_8,9
418,5,210,ortools_cp,3,1019578089,66.85323868,facLoc_1000_250_5_8,9
419,5,210,ortools_cp,4,1018891530,84.450659384,facLoc_1000_250_5_8,9
624,5,211,ortools_cp,0,975200000,3606.878822892,facLoc_1000_250_6_1,112
625,5,211,ortools_cp,1,975200000,3604.073073544,facLoc_1000_250_6_1,112
626,5,211,ortools_cp,2,975200000,3606.736473512,facLoc_1000_250_6_1,112
420,5,211,ortools_cp,3,975200000,3602.676544618,facLoc_1000_250_6_1,112
421,5,211,ortools_cp,4,975200000,3605.333537835,facLoc_1000_250_6_1,112
