Column1,bit_num,problem,mode,seed,Objective value,Solving time,Problem,num_generators
911,3,0,ortools_cp,0,-1.28484e6,49.625987895,ab51-40-100,2435
910,3,0,ortools_cp,1,-1.284784e6,52.362278956,ab51-40-100,2435
912,3,0,ortools_cp,2,-1.284337e6,44.979694722000005,ab51-40-100,2435
913,3,0,ortools_cp,3,-1.280761e6,31.192448595,ab51-40-100,2435
914,3,0,ortools_cp,4,-1.280761e6,29.723847014,ab51-40-100,2435
915,3,1,ortools_cp,0,-1.130127e6,129.242600629,ab67-40-100,2277
916,3,1,ortools_cp,1,-1.130127e6,80.84215679900001,ab67-40-100,2277
917,3,1,ortools_cp,2,-1.130127e6,92.928474598,ab67-40-100,2277
918,3,1,ortools_cp,3,-1.129885e6,106.70484099,ab67-40-100,2277
921,3,1,ortools_cp,4,-1.130127e6,111.809767169,ab67-40-100,2277
919,3,2,ortools_cp,0,-1.134941e6,174.848456435,ab69-40-100,2267
920,3,2,ortools_cp,1,-1.134941e6,102.924206188,ab69-40-100,2267
922,3,2,ortools_cp,2,-1.135794e6,112.407001236,ab69-40-100,2267
923,3,2,ortools_cp,3,-1.134941e6,98.384094229,ab69-40-100,2267
924,3,2,ortools_cp,4,-1.135794e6,95.328214871,ab69-40-100,2267
926,3,3,ortools_cp,0,-1.918694e6,23.733894704,ab71-20-100,1090
925,3,3,ortools_cp,1,-1.918554e6,20.35108832,ab71-20-100,1090
927,3,3,ortools_cp,2,-1.918453e6,27.820038760000003,ab71-20-100,1090
929,3,3,ortools_cp,3,-1.918694e6,16.352514022,ab71-20-100,1090
928,3,3,ortools_cp,4,-1.907496e6,22.475676414,ab71-20-100,1090
930,3,4,ortools_cp,0,-1.16495e6,220.781506531,ab72-40-100,2296
931,3,4,ortools_cp,1,-1.160362e6,132.447983747,ab72-40-100,2296
932,3,4,ortools_cp,2,-1.16515e6,131.489609344,ab72-40-100,2296
933,3,4,ortools_cp,3,-1.161829e6,184.479492646,ab72-40-100,2296
936,3,4,ortools_cp,4,-1.163894e6,116.471698229,ab72-40-100,2296
935,3,5,ortools_cp,0,75547.0,1.476361548,app2-1,15
934,3,5,ortools_cp,1,75547.0,1.440070103,app2-1,15
939,3,5,ortools_cp,2,75547.0,1.476292939,app2-1,15
937,3,5,ortools_cp,3,75547.0,1.420948671,app2-1,15
938,3,5,ortools_cp,4,75547.0,1.508656851,app2-1,15
940,3,6,ortools_cp,0,613359.0,0.6546338740000001,app2-2,0
941,3,6,ortools_cp,1,613306.0,0.610809538,app2-2,0
942,3,6,ortools_cp,2,612957.0,0.645232704,app2-2,0
943,3,6,ortools_cp,3,613385.0,0.5970788890000001,app2-2,0
945,3,6,ortools_cp,4,613306.0,0.628300206,app2-2,0
946,3,7,ortools_cp,0,-3.843839e6,3600.6068977600003,bab1,0
944,3,7,ortools_cp,1,-3.843367e6,3600.473029058,bab1,0
949,3,7,ortools_cp,2,-3.842895e6,3600.147796702,bab1,0
947,3,7,ortools_cp,3,-3.843839e6,3600.176676647,bab1,0
948,3,7,ortools_cp,4,-3.843839e6,3600.362732948,bab1,0
910,3,8,ortools_cp,0,Inf,3600.0,bab2,1
910,3,8,ortools_cp,1,Inf,3600.0,bab2,0
910,3,8,ortools_cp,2,Inf,3600.0,bab2,1
910,3,8,ortools_cp,3,Inf,3600.0,bab2,0
910,3,8,ortools_cp,4,Inf,3600.0,bab2,0
910,3,9,ortools_cp,0,Inf,3600.0,bab3,0
910,3,9,ortools_cp,1,Inf,3600.0,bab3,0
910,3,9,ortools_cp,2,Inf,3600.0,bab3,0
910,3,9,ortools_cp,3,Inf,3600.0,bab3,0
910,3,9,ortools_cp,4,Inf,3600.0,bab3,0
951,3,10,ortools_cp,0,-1.225477e7,672.124241684,bab5,0
950,3,10,ortools_cp,1,-1.213611e7,3600.249749475,bab5,0
952,3,10,ortools_cp,2,-1.2248308e7,2309.88516553,bab5,0
953,3,10,ortools_cp,3,-1.2249011e7,2220.493145108,bab5,0
954,3,10,ortools_cp,4,-1.2250515e7,1570.693790728,bab5,0
957,3,11,ortools_cp,0,-6.0623e6,3600.647867169,bab6,1
955,3,11,ortools_cp,1,-6.074861e6,3601.412983747,bab6,2
956,3,11,ortools_cp,2,-6.112966e6,3603.029174319,bab6,1
958,3,11,ortools_cp,3,-6.056428e6,3600.7224434090003,bab6,2
959,3,11,ortools_cp,4,-6.112778e6,3600.8886738570004,bab6,1
960,3,12,ortools_cp,0,1.474827e6,1576.758229186,co-100,1010
961,3,12,ortools_cp,1,1.474827e6,2088.775882969,co-100,1002
962,3,12,ortools_cp,2,1.474827e6,3405.6327843380004,co-100,1020
963,3,12,ortools_cp,3,1.474827e6,3005.234606118,co-100,1021
964,3,12,ortools_cp,4,1.474827e6,3600.5422997130004,co-100,1029
965,3,13,ortools_cp,0,642934.0,3601.9584660100004,ds-big,0
966,3,13,ortools_cp,1,587146.0,3601.679016543,ds-big,0
968,3,13,ortools_cp,2,591182.0,3602.449894481,ds-big,0
967,3,13,ortools_cp,3,634209.0,3603.704967867,ds-big,0
969,3,13,ortools_cp,4,769814.0,3608.503494052,ds-big,0
970,3,14,ortools_cp,0,1.01465e6,3601.9770522010003,ds,0
971,3,14,ortools_cp,1,1.231301e6,3600.8492347180004,ds,0
972,3,14,ortools_cp,2,896507.0,3603.223983116,ds,0
974,3,14,ortools_cp,3,840118.0,3600.710524807,ds,0
973,3,14,ortools_cp,4,880741.0,3600.883525773,ds,0
975,3,15,ortools_cp,0,94674.0,3603.499884403,eilC76-2,0
977,3,15,ortools_cp,1,92981.0,3600.639834944,eilC76-2,0
976,3,15,ortools_cp,2,95291.0,3600.4246496170003,eilC76-2,0
