Column1,bit_num,problem,mode,seed,Objective value,Solving time,Problem,num_generators
500,2,300,scip_knapsack,0,-38832236902,82.787189,knapsack_clustered_n100000_k100_w[50_100000]_v[1024_1048576]_noise4096_balanced0,640
502,2,300,scip_knapsack,1,-38832236902,80.58464,knapsack_clustered_n100000_k100_w[50_100000]_v[1024_1048576]_noise4096_balanced0,640
501,2,300,scip_knapsack,2,-38832236902,82.633567,knapsack_clustered_n100000_k100_w[50_100000]_v[1024_1048576]_noise4096_balanced0,640
503,2,300,scip_knapsack,3,-38832236902,81.702132,knapsack_clustered_n100000_k100_w[50_100000]_v[1024_1048576]_noise4096_balanced0,640
504,2,300,scip_knapsack,4,-38832236902,72.787258,knapsack_clustered_n100000_k100_w[50_100000]_v[1024_1048576]_noise4096_balanced0,640
505,2,301,scip_knapsack,0,-44194466661,97.732611,knapsack_clustered_n100000_k100_w[50_100000]_v[1024_1048576]_noise4096_balanced1,640
506,2,301,scip_knapsack,1,-44194457912,110.096984,knapsack_clustered_n100000_k100_w[50_100000]_v[1024_1048576]_noise4096_balanced1,640
508,2,301,scip_knapsack,2,-44194460917,110.046048,knapsack_clustered_n100000_k100_w[50_100000]_v[1024_1048576]_noise4096_balanced1,640
507,2,301,scip_knapsack,3,-44194462047,90.49651,knapsack_clustered_n100000_k100_w[50_100000]_v[1024_1048576]_noise4096_balanced1,640
509,2,301,scip_knapsack,4,-44194465066,84.359035,knapsack_clustered_n100000_k100_w[50_100000]_v[1024_1048576]_noise4096_balanced1,640
510,2,302,scip_knapsack,0,-46224626847,128.56878,knapsack_clustered_n100000_k100_w[50_500]_v[1024_1048576]_noise4096_balanced0,640
511,2,302,scip_knapsack,1,-46224696455,103.106079,knapsack_clustered_n100000_k100_w[50_500]_v[1024_1048576]_noise4096_balanced0,640
512,2,302,scip_knapsack,2,-46224697488,116.675388,knapsack_clustered_n100000_k100_w[50_500]_v[1024_1048576]_noise4096_balanced0,640
513,2,302,scip_knapsack,3,-46224626847,115.600203,knapsack_clustered_n100000_k100_w[50_500]_v[1024_1048576]_noise4096_balanced0,640
514,2,302,scip_knapsack,4,-46224626847,131.500261,knapsack_clustered_n100000_k100_w[50_500]_v[1024_1048576]_noise4096_balanced0,640
516,2,303,scip_knapsack,0,-43673487310,363.110766,knapsack_clustered_n100000_k100_w[50_500]_v[1024_1048576]_noise4096_balanced1,640
515,2,303,scip_knapsack,1,-43673462702,100.887802,knapsack_clustered_n100000_k100_w[50_500]_v[1024_1048576]_noise4096_balanced1,640
517,2,303,scip_knapsack,2,-43673464561,129.869875,knapsack_clustered_n100000_k100_w[50_500]_v[1024_1048576]_noise4096_balanced1,640
518,2,303,scip_knapsack,3,-43673464255,115.076416,knapsack_clustered_n100000_k100_w[50_500]_v[1024_1048576]_noise4096_balanced1,640
519,2,303,scip_knapsack,4,-43673462702,90.691593,knapsack_clustered_n100000_k100_w[50_500]_v[1024_1048576]_noise4096_balanced1,640
