Column1,bit_num,problem,mode,seed,Objective value,Solving time,Problem,num_generators
500,5,200,scip,0,916764740,11.126124,facLoc_1000_100_10_5,23
501,5,200,scip,1,916348770,11.382994,facLoc_1000_100_10_5,23
503,5,200,scip,2,916065170,11.262339,facLoc_1000_100_10_5,23
502,5,200,scip,3,915760950,11.71799,facLoc_1000_100_10_5,23
504,5,200,scip,4,916114710,12.026705,facLoc_1000_100_10_5,23
505,5,201,scip,0,879454000,3600.002685,facLoc_1000_100_16_3,29
506,5,201,scip,1,879535000,3600.002222,facLoc_1000_100_16_3,29
507,5,201,scip,2,879375000,3600.001806,facLoc_1000_100_16_3,29
508,5,201,scip,3,879719000,3600.00359,facLoc_1000_100_16_3,29
509,5,201,scip,4,879370000,3600.001116,facLoc_1000_100_16_3,29
510,5,202,scip,0,880089042,3600.004392,facLoc_1000_100_16_8,38
511,5,202,scip,1,879568924,3600.005576,facLoc_1000_100_16_8,38
512,5,202,scip,2,879606376,3600.000738,facLoc_1000_100_16_8,38
513,5,202,scip,3,880400213,3600.000868,facLoc_1000_100_16_8,38
514,5,202,scip,4,879502092,3600.006462,facLoc_1000_100_16_8,38
515,5,203,scip,0,861900000,3600.007453,facLoc_1000_100_19_1,192
516,5,203,scip,1,861900000,3600.003221,facLoc_1000_100_19_1,192
517,5,203,scip,2,861900000,3600.006664,facLoc_1000_100_19_1,192
518,5,203,scip,3,861900000,3600.085345,facLoc_1000_100_19_1,192
519,5,203,scip,4,861900000,3600.006723,facLoc_1000_100_19_1,192
520,5,204,scip,0,831618322,3600.000747,facLoc_1000_20_76_8,294
521,5,204,scip,1,831668173,3600.000602,facLoc_1000_20_76_8,294
522,5,204,scip,2,831731639,3600.000633,facLoc_1000_20_76_8,294
523,5,204,scip,3,832196110,3600.000571,facLoc_1000_20_76_8,294
524,5,204,scip,4,831742617,3600.003225,facLoc_1000_20_76_8,294
525,5,205,scip,0,829137000,1690.691955,facLoc_1000_20_79_3,323
526,5,205,scip,1,829088000,2729.942365,facLoc_1000_20_79_3,323
527,5,205,scip,2,829253000,2346.692398,facLoc_1000_20_79_3,323
528,5,205,scip,3,829692000,3233.118518,facLoc_1000_20_79_3,323
529,5,205,scip,4,829714000,3600.000677,facLoc_1000_20_79_3,323
530,5,206,scip,0,829704060,3600.001826,facLoc_1000_20_81_5,311
531,5,206,scip,1,829841470,3600.001867,facLoc_1000_20_81_5,311
532,5,206,scip,2,829438700,3600.002722,facLoc_1000_20_81_5,311
533,5,206,scip,3,829897670,3600.000786,facLoc_1000_20_81_5,311
534,5,206,scip,4,829654030,3600.000964,facLoc_1000_20_81_5,311
535,5,207,scip,0,818700000,3600.000672,facLoc_1000_20_90_1,725
536,5,207,scip,1,818700000,3600.00108,facLoc_1000_20_90_1,725
537,5,207,scip,2,818700000,3600.000603,facLoc_1000_20_90_1,725
538,5,207,scip,3,818700000,3600.001039,facLoc_1000_20_90_1,725
539,5,207,scip,4,818700000,3600.000392,facLoc_1000_20_90_1,725
540,5,208,scip,0,1066695570,61.089454,facLoc_1000_250_4_5,10
541,5,208,scip,1,1067330550,46.591771,facLoc_1000_250_4_5,10
542,5,208,scip,2,1067435820,43.650609,facLoc_1000_250_4_5,10
543,5,208,scip,3,1067045700,60.873905,facLoc_1000_250_4_5,10
544,5,208,scip,4,1067831540,46.542008,facLoc_1000_250_4_5,10
545,5,209,scip,0,1016714000,66.10951,facLoc_1000_250_5_3,7
546,5,209,scip,1,1016999000,86.742597,facLoc_1000_250_5_3,7
547,5,209,scip,2,1016166000,81.147653,facLoc_1000_250_5_3,7
548,5,209,scip,3,1016617000,58.201348,facLoc_1000_250_5_3,7
549,5,209,scip,4,1016649000,61.836187,facLoc_1000_250_5_3,7
550,5,210,scip,0,1017390088,127.069858,facLoc_1000_250_5_8,9
551,5,210,scip,1,1018841610,43.205693,facLoc_1000_250_5_8,9
552,5,210,scip,2,1017766176,66.443287,facLoc_1000_250_5_8,9
553,5,210,scip,3,1018964395,48.824997,facLoc_1000_250_5_8,9
554,5,210,scip,4,1017943204,122.623273,facLoc_1000_250_5_8,9
555,5,211,scip,0,975200000,3600.02327,facLoc_1000_250_6_1,112
