bit_num,problem,mode,seed,Objective value,Solving time,Problem,num_generators
0,279,scip,1,1646918330,3600.034703,facLoc_2000_50_76_5,0
0,279,scip,2,1647057780,3600.086935,facLoc_2000_50_76_5,0
0,279,scip,3,1646940850,3600.00209,facLoc_2000_50_76_5,0
0,279,scip,4,1646976660,3600.005076,facLoc_2000_50_76_5,0
0,280,scip,0,491186242,3600.007663,facLoc_500_100_6_8,0
0,280,scip,1,491185237,3600.003999,facLoc_500_100_6_8,0
0,280,scip,2,491185835,3600.001084,facLoc_500_100_6_8,0
0,280,scip,3,491184993,3600.007371,facLoc_500_100_6_8,0
0,280,scip,4,491185650,3600.001742,facLoc_500_100_6_8,0
0,281,scip,0,468177000,3600.002227,facLoc_500_100_8_3,0
0,281,scip,1,468180000,3600.001922,facLoc_500_100_8_3,0
0,281,scip,2,468179000,3600.001763,facLoc_500_100_8_3,0
0,281,scip,3,468179000,3600.002332,facLoc_500_100_8_3,0
0,281,scip,4,468178000,3600.002347,facLoc_500_100_8_3,0
0,282,scip,0,468620150,3600.002458,facLoc_500_100_8_5,0
0,282,scip,1,468622000,3600.023131,facLoc_500_100_8_5,0
0,282,scip,2,468621810,3600.001166,facLoc_500_100_8_5,0
0,282,scip,3,468621880,3600.001943,facLoc_500_100_8_5,0
0,282,scip,4,468620090,3600.01079,facLoc_500_100_8_5,0
0,283,scip,0,459700000,3600.005729,facLoc_500_100_9_1,57
0,283,scip,1,459700000,3600.001575,facLoc_500_100_9_1,57
0,283,scip,2,459700000,3600.002472,facLoc_500_100_9_1,57
0,283,scip,3,459700000,3600.004973,facLoc_500_100_9_1,57
0,283,scip,4,459700000,3600.002077,facLoc_500_100_9_1,57
0,284,scip,0,424300000,1.013804,facLoc_500_20_26_1,306
0,284,scip,1,424300000,1.178041,facLoc_500_20_26_1,306
0,284,scip,2,424300000,1.747291,facLoc_500_20_26_1,306
0,284,scip,3,424300000,0.976857,facLoc_500_20_26_1,306
0,284,scip,4,424300000,1.052211,facLoc_500_20_26_1,306
0,285,scip,0,423608430,80.997858,facLoc_500_20_30_5,0
0,285,scip,1,423608430,71.088475,facLoc_500_20_30_5,0
0,285,scip,2,423608430,77.543297,facLoc_500_20_30_5,0
0,285,scip,3,423608430,76.47447,facLoc_500_20_30_5,0
0,285,scip,4,423608430,80.645965,facLoc_500_20_30_5,0
0,286,scip,0,419408000,752.201619,facLoc_500_20_38_3,0
0,286,scip,1,419408000,1038.60919,facLoc_500_20_38_3,0
0,286,scip,2,419408000,758.430563,facLoc_500_20_38_3,0
0,286,scip,3,419408000,2096.411379,facLoc_500_20_38_3,0
0,286,scip,4,419408000,1037.20837,facLoc_500_20_38_3,0
0,287,scip,0,421066545,187.983418,facLoc_500_20_39_8,0
0,287,scip,1,421066545,248.455409,facLoc_500_20_39_8,0
0,287,scip,2,421066545,232.250154,facLoc_500_20_39_8,0
0,287,scip,3,421066545,204.484069,facLoc_500_20_39_8,0
0,287,scip,4,421066545,259.048939,facLoc_500_20_39_8,0
0,288,scip,0,655139000,17.762882,facLoc_500_250_2_3,0
0,288,scip,1,655139000,18.253433,facLoc_500_250_2_3,0
0,288,scip,2,655139000,18.305321,facLoc_500_250_2_3,0
0,288,scip,3,655139000,18.889849,facLoc_500_250_2_3,0
0,288,scip,4,655139000,18.266597,facLoc_500_250_2_3,0
0,289,scip,0,656789247,37.155171,facLoc_500_250_2_8,0
0,289,scip,1,656789247,39.887868,facLoc_500_250_2_8,0
0,289,scip,2,656789247,39.503563,facLoc_500_250_2_8,0
0,289,scip,3,656789247,40.016343,facLoc_500_250_2_8,0
0,289,scip,4,656789247,42.952877,facLoc_500_250_2_8,0
0,290,scip,0,570500000,3600.001515,facLoc_500_250_3_1,43
0,290,scip,1,570500000,3600.402714,facLoc_500_250_3_1,43
0,290,scip,2,570500000,3600.002,facLoc_500_250_3_1,43
0,290,scip,3,570500000,3600.030897,facLoc_500_250_3_1,43
0,290,scip,4,570500000,3600.001273,facLoc_500_250_3_1,43
0,291,scip,0,571436030,3600.0406,facLoc_500_250_3_5,0
0,291,scip,1,571437490,3600.001671,facLoc_500_250_3_5,0
0,291,scip,2,571436060,3600.363361,facLoc_500_250_3_5,0
0,291,scip,3,571436220,3600.239338,facLoc_500_250_3_5,0
0,291,scip,4,571436260,3600.004082,facLoc_500_250_3_5,0
0,292,scip,0,904400000,93.921208,facLoc_500_500_1_1,77
0,292,scip,1,904400000,108.371566,facLoc_500_500_1_1,77
0,292,scip,2,904400000,87.360883,facLoc_500_500_1_1,77
0,292,scip,3,904400000,124.008418,facLoc_500_500_1_1,77
0,292,scip,4,904400000,102.28214,facLoc_500_500_1_1,77
0,293,scip,0,906496000,44.262944,facLoc_500_500_1_3,0
0,293,scip,1,906496000,49.093835,facLoc_500_500_1_3,0
0,293,scip,2,906496000,50.222206,facLoc_500_500_1_3,0
0,293,scip,3,906496000,44.432026,facLoc_500_500_1_3,0
0,293,scip,4,906496000,59.8073,facLoc_500_500_1_3,0
0,294,scip,0,906374960,116.289061,facLoc_500_500_1_5,0
0,294,scip,1,906374960,116.141908,facLoc_500_500_1_5,0
0,294,scip,2,906374960,112.18156,facLoc_500_500_1_5,0
0,294,scip,3,906374960,110.715118,facLoc_500_500_1_5,0
0,294,scip,4,906374960,114.365995,facLoc_500_500_1_5,0
0,295,scip,0,904463706,107.156544,facLoc_500_500_1_8,0
0,295,scip,1,904463706,103.405466,facLoc_500_500_1_8,0
0,295,scip,2,904463706,113.818294,facLoc_500_500_1_8,0
0,295,scip,3,904463706,113.926391,facLoc_500_500_1_8,0
0,295,scip,4,904463706,106.958413,facLoc_500_500_1_8,0
0,296,scip,0,455400000,1.827456,facLoc_500_50_10_1,142
0,296,scip,1,455400000,2.140134,facLoc_500_50_10_1,142
0,296,scip,2,455400000,1.718903,facLoc_500_50_10_1,142
0,296,scip,3,455400000,2.170943,facLoc_500_50_10_1,142
0,296,scip,4,455400000,2.47779,facLoc_500_50_10_1,142
0,297,scip,0,449206000,3600.005072,facLoc_500_50_12_3,0
0,297,scip,1,449207000,3600.001993,facLoc_500_50_12_3,0
0,297,scip,2,449206000,3600.004189,facLoc_500_50_12_3,0
0,297,scip,3,449206000,3600.002506,facLoc_500_50_12_3,0
0,297,scip,4,449206000,3600.001733,facLoc_500_50_12_3,0
0,298,scip,0,437879934,3600.003729,facLoc_500_50_15_8,0
0,298,scip,1,437881414,3600.000873,facLoc_500_50_15_8,0
0,298,scip,2,437881971,3600.001358,facLoc_500_50_15_8,0
0,298,scip,3,437881247,3600.001473,facLoc_500_50_15_8,0
0,298,scip,4,437875675,3600.000689,facLoc_500_50_15_8,0
0,299,scip,0,435774360,3600.003316,facLoc_500_50_17_5,0
0,299,scip,1,435774860,3600.004438,facLoc_500_50_17_5,0
0,299,scip,2,435770780,3600.005447,facLoc_500_50_17_5,0
0,299,scip,3,435770680,3600.001676,facLoc_500_50_17_5,0
0,299,scip,4,435770200,3600.001644,facLoc_500_50_17_5,0
