bit_num,problem,mode,seed,Objective value,Primal-Dual Gap,Solving time,num_generators
5,10,scip,2,-1.238211e7,0.0003250055041254731,3600.001031,5
5,10,scip,3,-1.2374179e7,0.00040188852660686953,3600.001129,5
5,10,scip,4,-1.2361715e7,0.004705934033873189,3600.051141,5
5,11,scip,0,-6.095042e6,0.03079886283375017,3600.009035,3
5,11,scip,1,-9.3567033e7,1.0e20,3600.012907,3
5,11,scip,2,-9.2824415e7,1.0e20,3600.003564,3
5,11,scip,3,-6.103784e6,0.03059623042208648,3600.008949,3
5,11,scip,4,-9.6927086e7,1.0e20,3600.176372,3
5,12,scip,0,5.963217e6,4.308007249694883,3600.075564,3
5,12,scip,1,1.481097e6,0.009181209247848892,3600.000658,3
5,12,scip,2,1.474673e6,0.002226177664252157,3600.003722,3
5,12,scip,3,1.47472e6,0.003035900075515505,3600.007226,3
5,12,scip,4,1.474579e6,0.0018781373640532851,3600.000682,3
5,13,scip,0,3.028999e6,41.46536705496407,3600.007956,0
5,13,scip,1,3.028999e6,41.46536705496407,3600.004666,0
5,13,scip,2,1.416237e6,18.850323064787585,3600.040639,0
5,13,scip,3,3.028999e6,41.46536705496407,3600.004094,0
5,13,scip,4,3.028999e6,41.46536705496407,3600.010457,0
5,14,scip,0,1.8168509999999995e6,6.339617966301682,3600.006448,0
5,14,scip,1,1.914165e6,6.853330362766655,3600.003238,0
5,14,scip,2,2.130025e6,7.736522010659661,3600.001664,0
5,14,scip,3,1.571371e6,5.290892872601383,3600.006214,0
5,14,scip,4,2.05373e6,7.409127236870887,3600.007491,0
5,15,scip,0,97605.0,0.10691747476008476,3600.003468,0
5,15,scip,1,91853.0,0.030954941223262533,3600.001018,0
5,15,scip,2,91853.0,0.0,2752.770838,0
5,15,scip,3,91440.0,0.0,2993.223057,0
5,15,scip,4,91853.0,0.031603257716950856,3600.001223,0
5,16,scip,0,204862.0,0.0,12.150952,0
5,16,scip,1,204581.00000000003,0.0,7.196038,0
5,16,scip,2,204862.0,0.0,19.484845,0
5,16,scip,3,205703.99999999997,0.0,15.137626,0
5,16,scip,4,204581.00000000003,0.0,7.317023,0
5,19,scip,0,-1.76967251e8,0.0,264.41076,0
5,19,scip,1,-1.76967251e8,0.0,33.970089,0
5,19,scip,2,-1.76967251e8,0.0,54.339727,0
5,19,scip,3,-1.76967251e8,0.0,48.23882,0
5,19,scip,4,-1.7696725100000006e8,0.0,53.159221,0
5,20,scip,0,-2.12908642e8,0.0,231.717863,0
5,20,scip,1,-2.12908642e8,0.0,384.01957,0
5,20,scip,2,-2.12908642e8,0.0,652.453882,0
5,20,scip,3,-2.12908642e8,0.0,494.761516,0
5,20,scip,4,-2.12908642e8,0.0,473.696619,0
5,21,scip,0,52200.00000000001,0.0,27.183537,0
5,21,scip,1,52200.0,0.0,16.827488,0
5,21,scip,2,52200.0,0.0,13.100772,0
5,21,scip,3,52200.0,0.0,17.893051,0
5,21,scip,4,52200.0,0.0,34.084551,0
5,22,scip,0,52200.0,0.0,377.669484,31
5,22,scip,1,52200.0,0.0,247.29097,31
5,22,scip,2,52200.0,0.0,317.176904,31
5,22,scip,3,52200.0,0.0,883.695397,31
5,22,scip,4,52200.0,0.0,98.371398,31
5,23,scip,0,35954.0,0.0,1.280076,294
5,23,scip,1,35954.0,0.0,1.325825,294
5,23,scip,2,35954.0,0.0,0.412744,294
5,23,scip,3,35954.0,0.0,0.485238,294
5,23,scip,4,35954.0,0.0,0.389576,294
5,24,scip,0,320756.0,0.0,2.431903,49
5,24,scip,1,320756.0,0.0,5.569355,49
5,24,scip,2,320756.0,0.0,3.150589,49
5,24,scip,3,320756.0,0.0,1.81017,49
5,24,scip,4,320756.0,0.0,2.816712,49
5,25,scip,0,28067.0,0.013481363996827825,3600.000926,0
5,25,scip,1,27778.0,0.003990223423526963,3600.00148,0
5,25,scip,2,27919.0,0.010507533703410038,3600.00239,0
5,25,scip,3,27778.0,0.004003460618500664,3600.00022,0
5,25,scip,4,27948.0,0.008323424494649227,3600.031005,0
5,26,scip,0,-4.876969e6,1.0e20,3600.000548,6
5,26,scip,1,1.029479e6,1.0e20,3600.002032,6
5,26,scip,2,-5.230694e6,1.0e20,3600.001154,6
5,26,scip,3,-5.903107e6,1.0e20,3600.002161,6
5,26,scip,4,-6.272641e6,1.0e20,3600.006694,6
5,27,scip,0,0.0,0.0,2275.025499,0
5,27,scip,1,0.0,1.0e20,3600.030518,0
5,27,scip,2,0.0,1.0e20,3600.014714,0
5,27,scip,3,0.0,1.0e20,3600.01663,0
5,27,scip,4,0.0,1.0e20,3600.013237,0
5,28,scip,0,6.268681e6,0.0,0.543063,0
5,28,scip,1,6.268681e6,0.0,0.8996959999999999,0
5,28,scip,2,6.268681e6,0.0,0.760685,0
5,28,scip,3,6.268681e6,0.0,0.617984,0
