bit_num,problem,mode,seed,Objective value,Primal-Dual Gap,Solving time,num_generators
2,0,scip,0,-1.236719e6,0.0,84.956962,1500
2,0,scip,1,-1.2368309999999998e6,0.0,90.223832,1500
2,0,scip,2,-1.2360400000000002e6,0.0,81.257001,1500
2,0,scip,3,-1.236931e6,0.0,79.154824,1500
2,0,scip,4,-1.236994e6,0.0,101.376902,1500
2,1,scip,0,-1.126672e6,0.0,64.490797,1500
2,1,scip,1,-1.1259639999999993e6,0.0,64.172873,1500
2,1,scip,2,-1.126462e6,0.0,59.464673,1500
2,1,scip,3,-1.125964e6,0.0,80.971802,1500
2,1,scip,4,-1.125734e6,0.0,59.596204,1500
2,2,scip,0,-1.136842e6,0.0,88.595617,1500
2,2,scip,1,-1.1366999999999837e6,0.0,83.733995,1500
2,2,scip,2,-1.1368639999999984e6,0.0,84.132959,1500
2,2,scip,3,-1.151945e6,0.0,90.357957,1500
2,2,scip,4,-1.152866e6,0.0,100.720861,1500
2,3,scip,0,-1.8657100000000035e6,0.0,23.044548,1167
2,3,scip,1,-1.884953e6,0.0,25.092469,1167
2,3,scip,2,-1.864301e6,0.0,26.261246,1167
2,3,scip,3,-1.881065e6,0.0,20.310722,1167
2,3,scip,4,-1.877323e6,0.0,31.619972,1167
2,4,scip,0,-1.1352919999999998e6,0.0,57.556226,1500
2,4,scip,1,-1.13624e6,0.0,59.802444,1500
2,4,scip,2,-1.1346059999999986e6,0.0,58.880572,1500
2,4,scip,3,-1.136594e6,0.0,67.606274,1500
2,4,scip,4,-1.135444e6,0.0,67.68777299999999,1500
2,5,scip,0,75550.0,0.0,0.4807769999999999,42
2,5,scip,1,75550.0,0.0,0.486462,42
2,5,scip,2,75550.0,0.0,0.4148,42
2,5,scip,3,75550.0,0.0,0.385489,42
2,5,scip,4,75550.0,0.0,0.419499,42
2,6,scip,0,613134.0,0.0,0.08133599999999999,1
2,6,scip,1,613134.0,0.0,0.080201,1
2,6,scip,2,613134.0,0.0,0.08989599999999999,1
2,6,scip,3,613134.0,0.0,0.068665,1
2,6,scip,4,613134.0,0.0,0.080824,1
2,7,scip,0,-3.75509e6,0.021219080941511,3600.001434,0
2,7,scip,1,-3.732536e6,0.02056889196572236,3600.001377,0
2,7,scip,2,-3.759462e6,0.020619612169717742,3600.001488,0
2,7,scip,3,-3.759112e6,0.02062709202086873,3600.001775,0
2,7,scip,4,-3.735696e6,0.02236304080882123,3600.002799,0
2,8,scip,0,-4.805130338316577e6,1.0e20,3600.015477,2
2,8,scip,1,-8.3173728e7,1.0e20,3600.00617,2
2,8,scip,2,-8.2680672e7,1.0e20,3600.090704,2
2,8,scip,3,-4.817227256222385e6,1.0e20,3600.018702,2
2,8,scip,4,-8.323924e7,1.0e20,3600.514766,2
2,9,scip,0,-8.3324083e7,1.0e20,3603.268709,3
2,9,scip,1,-8.3324083e7,1.0e20,3600.020205,3
2,9,scip,2,-8.3324083e7,1.0e20,3600.020916,3
2,9,scip,3,-8.3324083e7,1.0e20,3600.207136,3
2,9,scip,4,-8.3324083e7,1.0e20,3600.147789,3
2,10,scip,0,-1.1693869e7,0.0,1166.815935,5
2,10,scip,1,-1.1671063e7,0.0,177.28941,5
2,10,scip,2,-1.1801725e7,0.0,1063.452995,5
2,10,scip,3,-1.1700158e7,0.0,676.70551,5
2,10,scip,4,-1.1704616e7,0.0,1653.094861,5
2,11,scip,0,-8.3505375e7,1.0e20,3600.015367,3
2,11,scip,1,-8.3663451e7,1.0e20,3600.016707,3
2,11,scip,2,-9.7168525e7,1.0e20,3600.005991,3
2,11,scip,3,-9.6580133e7,1.0e20,3600.006142,3
2,11,scip,4,-5.948073e6,0.03146524906395254,3600.074932,3
2,12,scip,0,1.499007e6,0.06508393244218043,3600.000611,10
2,12,scip,1,1.482054e6,0.012969345114686708,3600.000797,10
2,12,scip,2,1.49402e6,0.29755019933084187,3600.002155,10
2,12,scip,3,6.598819e6,4.838261811215714,3600.005546,10
2,12,scip,4,1.474995e6,0.015078745013076244,3600.004457,10
2,13,scip,0,3.403482e6,54.156167473934495,3600.065371,0
2,13,scip,1,3.403482e6,54.156167473934495,3600.036792,0
2,13,scip,2,3.403482e6,54.156167473934495,3600.013262,0
2,13,scip,3,2.38647e6,37.24471369956669,3600.022587,0
2,13,scip,4,3.403482e6,54.156167473934495,3600.033768,0
2,14,scip,0,1.677866e6,6.3789353631376065,3600.007748,0
2,14,scip,1,1.587134e6,5.9243815330777485,3600.001687,0
2,14,scip,2,2.042074e6,7.912928250370586,3600.001229,0
2,14,scip,3,1.850637e6,7.182299667949044,3600.026555,0
2,14,scip,4,1.642119e6,6.188932682087913,3600.007072,0
2,15,scip,0,93957.99999999996,0.0,1415.197434,0
2,15,scip,1,93958.0,0.0,1900.840176,0
2,15,scip,2,98725.0,0.0,2838.457947,0
2,15,scip,3,93958.0,0.0,2280.359604,0
2,15,scip,4,99716.0,0.0,1552.228182,0
2,16,scip,0,205926.0,0.0,18.440852,0
2,16,scip,1,206385.0,0.0,7.024954,0
2,16,scip,2,206601.0,0.0,8.658635,0
2,16,scip,3,207043.0,0.0,5.87373,0
2,16,scip,4,206912.0,0.0,6.49153,0
2,19,scip,0,-1.76967251e8,0.0,61.354888,0
2,19,scip,1,-1.76967251e8,0.0,40.659045,0
2,19,scip,2,-1.76967251e8,0.0,42.386736,0
2,19,scip,3,-1.76967251e8,0.0,40.645731,0
2,19,scip,4,-1.76967251e8,0.0,61.145461,0
2,20,scip,0,-2.12281542e8,0.0,130.805261,0
2,20,scip,1,-2.12281542e8,0.0,211.797922,0
2,20,scip,2,-2.12281542e8,0.0,175.500327,0
2,20,scip,3,-2.12281542e8,0.0,145.076822,0
2,20,scip,4,-2.12281542e8,0.0,222.532051,0
2,21,scip,0,52600.0,0.0,12.552596,0
2,21,scip,1,52800.0,0.0,14.056973,0
2,21,scip,2,52800.0,0.0,15.548545,0
2,21,scip,3,52600.0,0.0,13.709472,0
2,21,scip,4,52799.99999999999,0.0,13.849682,0
2,22,scip,0,52600.0,0.0,142.43047,38
2,22,scip,1,52800.0,0.0,108.869711,38
2,22,scip,2,52800.0,0.0,29.092776,38
2,22,scip,3,52600.0,0.0,65.324562,38
2,22,scip,4,52600.0,0.0,281.932156,38
2,23,scip,0,36134.0,0.0,0.376018,294
2,23,scip,1,36134.0,0.0,0.346036,294
2,23,scip,2,36134.0,0.0,0.396515,294
2,23,scip,3,36134.0,0.0,0.398988,294
2,23,scip,4,36134.0,0.0,0.420251,294
2,24,scip,0,322676.0,0.0,1.034141,49
2,24,scip,1,326736.0,0.0,2.307672,49
2,24,scip,2,322816.0,0.0,2.352437,49
2,24,scip,3,324736.0,0.0,1.867719,49
2,24,scip,4,322676.0,0.0,2.278733,49
2,25,scip,0,28298.0,0.0,2367.734378,0
2,25,scip,1,28298.0,0.0,1241.002092,0
2,25,scip,2,28298.0,0.0,3473.164417,0
2,25,scip,3,28298.0,0.0064695009242138925,3600.000787,0
2,25,scip,4,28298.0,0.0,2063.705881,0
2,26,scip,0,-5.953526e6,1.0e20,3600.001669,6
2,26,scip,1,-2.567549e6,1.0e20,3600.000784,6
2,26,scip,2,-5.490128e6,1.0e20,3600.003218,6
2,26,scip,3,-5.862896e6,1.0e20,3600.001288,6
2,26,scip,4,-4.98065e6,1.0e20,3600.003593,6
2,27,scip,0,0.0,0.0,2438.751151,0
2,27,scip,1,0.0,1.0e20,3600.011643,0
2,27,scip,2,0.0,1.0e20,3600.037969,0
2,27,scip,3,0.0,1.0e20,3600.015698,0
2,27,scip,4,0.0,1.0e20,3600.014163,0
2,28,scip,0,6.343416e6,0.0,0.560968,17
2,28,scip,1,6.343416e6,0.0,0.500552,17
2,28,scip,2,6.343416e6,0.0,0.5643589999999999,17
2,28,scip,3,6.343416e6,0.0,0.5157459999999999,17
2,28,scip,4,6.343416e6,0.0,0.588054,17
